net_id,arc_id,from_id,to_id,value
2005-03-31,IE-DE,IE,DE,101090
2005-03-31,IE-FR,IE,FR,28439
2005-03-31,IE-GB,IE,GB,101662
2005-03-31,IE-GR,IE,GR,351
2005-03-31,IE-IT,IE,IT,10301
2005-03-31,IE-JP,IE,JP,19216
2005-03-31,IE-NL,IE,NL,29932
2005-03-31,IE-TR,IE,TR,785
2005-03-31,IE-TW,IE,TW,1006
2005-03-31,IE-US,IE,US,10448
2005-03-31,IT-AU,IT,AU,1152
2005-03-31,IT-BE,IT,BE,75409
2005-03-31,IT-CL,IT,CL,18
2005-03-31,IT-DE,IT,DE,180270
2005-03-31,IT-FR,IT,FR,123765
2005-03-31,IT-GB,IT,GB,68232
2005-03-31,IT-GR,IT,GR,1158
2005-03-31,IT-JP,IT,JP,37449
2005-03-31,IT-NL,IT,NL,70966
2005-03-31,IT-TR,IT,TR,288
2005-03-31,IT-TW,IT,TW,639
2005-03-31,IT-US,IT,US,36944
2005-03-31,JP-AU,JP,AU,1129
2005-03-31,JP-BE,JP,BE,4803
2005-03-31,JP-CL,JP,CL,5
2005-03-31,JP-DE,JP,DE,106471
2005-03-31,JP-FR,JP,FR,93075
2005-03-31,JP-GB,JP,GB,69661
2005-03-31,JP-GR,JP,GR,166
2005-03-31,JP-IT,JP,IT,3454
2005-03-31,JP-NL,JP,NL,69366
2005-03-31,JP-TR,JP,TR,198
2005-03-31,JP-TW,JP,TW,3891
2005-03-31,JP-US,JP,US,76490
2005-03-31,KR-AU,KR,AU,2462
2005-03-31,KR-BE,KR,BE,1224
2005-03-31,KR-CL,KR,CL,47
2005-03-31,KR-DE,KR,DE,8148
2005-03-31,KR-FR,KR,FR,10912
2005-03-31,KR-GB,KR,GB,20254
2005-03-31,KR-GR,KR,GR,32
2005-03-31,KR-IT,KR,IT,992
2005-03-31,KR-JP,KR,JP,14364
2005-03-31,KR-TW,KR,TW,2816
2005-03-31,KR-US,KR,US,54642
2005-03-31,NL-AU,NL,AU,7465
2005-03-31,NL-BE,NL,BE,157519
2005-03-31,NL-CL,NL,CL,9
2005-03-31,NL-DE,NL,DE,134890
2005-03-31,NL-FR,NL,FR,79516
2005-03-31,NL-GB,NL,GB,90384
2005-03-31,NL-GR,NL,GR,641
2005-03-31,NL-IT,NL,IT,12815
2005-03-31,NL-JP,NL,JP,35923
2005-03-31,NL-TR,NL,TR,1136
2005-03-31,NL-TW,NL,TW,927
2005-03-31,NL-US,NL,US,42457
2005-03-31,SE-AU,SE,AU,122
2005-03-31,SE-BE,SE,BE,2129
2005-03-31,SE-DE,SE,DE,29548
2005-03-31,SE-FR,SE,FR,8117
2005-03-31,SE-GB,SE,GB,15558
2005-03-31,SE-GR,SE,GR,64
2005-03-31,SE-IT,SE,IT,1188
2005-03-31,SE-JP,SE,JP,7675
2005-03-31,SE-NL,SE,NL,16912
2005-03-31,SE-TR,SE,TR,144
2005-03-31,SE-TW,SE,TW,294
2005-03-31,SE-US,SE,US,10209
2005-03-31,TR-AU,TR,AU,52
2005-03-31,TR-BE,TR,BE,1375
2005-03-31,TR-DE,TR,DE,9942
2005-03-31,TR-FR,TR,FR,3188
2005-03-31,TR-GB,TR,GB,7167
2005-03-31,TR-GR,TR,GR,293
2005-03-31,TR-IT,TR,IT,1277
2005-03-31,TR-JP,TR,JP,1672
2005-03-31,TR-TW,TR,TW,64
2005-03-31,TR-US,TR,US,5597
2005-03-31,TW-AU,TW,AU,619
2005-03-31,TW-BE,TW,BE,1536
2005-03-31,TW-DE,TW,DE,3450
2005-03-31,TW-FR,TW,FR,8097
2005-03-31,TW-GB,TW,GB,16775
2005-03-31,TW-IT,TW,IT,606
2005-03-31,TW-JP,TW,JP,6097
2005-03-31,TW-US,TW,US,14535
2005-03-31,US-AU,US,AU,24475
2005-03-31,US-BE,US,BE,110126
2005-03-31,US-CL,US,CL,821
2005-03-31,US-DE,US,DE,562055
2005-03-31,US-FR,US,FR,406435
2005-03-31,US-GB,US,GB,854251
2005-03-31,US-GR,US,GR,8086
2005-03-31,US-IT,US,IT,32870
2005-03-31,US-JP,US,JP,534627
2005-03-31,US-NL,US,NL,405177
2005-03-31,US-TR,US,TR,1070
2005-03-31,US-TW,US,TW,30494
2005-06-30,AT-AU,AT,AU,541
2005-06-30,AT-BE,AT,BE,6652
2005-06-30,AT-CH,AT,CH,11035
2005-06-30,AT-CL,AT,CL,5
2005-06-30,AT-DE,AT,DE,143723
2005-06-30,AT-ES,AT,ES,2403
2005-06-30,AT-FR,AT,FR,8767
2005-06-30,AT-GB,AT,GB,11020
2005-06-30,AT-GR,AT,GR,1284
2005-06-30,AT-IT,AT,IT,4775
2005-06-30,AT-JP,AT,JP,5534
2005-06-30,AT-NL,AT,NL,11005
2005-06-30,AT-SE,AT,SE,1030
2005-06-30,AT-TR,AT,TR,486
2005-06-30,AT-TW,AT,TW,256
2005-06-30,AT-US,AT,US,8336
2005-06-30,AU-AT,AU,AT,1587
2005-06-30,AU-BE,AU,BE,5312
2005-06-30,AU-DE,AU,DE,27456
2005-06-30,AU-ES,AU,ES,1614
2005-06-30,AU-FR,AU,FR,25460
2005-06-30,AU-GB,AU,GB,86839
2005-06-30,AU-GR,AU,GR,21
2005-06-30,AU-IT,AU,IT,669
2005-06-30,AU-JP,AU,JP,23907
2005-06-30,AU-NL,AU,NL,51432
2005-06-30,AU-SE,AU,SE,678
2005-06-30,AU-TR,AU,TR,9
2005-06-30,AU-TW,AU,TW,2350
2005-06-30,AU-US,AU,US,34355
2005-06-30,BE-AT,BE,AT,1788
2005-06-30,BE-AU,BE,AU,1636
2005-06-30,BE-CL,BE,CL,9
2005-06-30,BE-DE,BE,DE,56049
2005-06-30,BE-ES,BE,ES,9903
2005-06-30,BE-FR,BE,FR,65559
2005-06-30,BE-GB,BE,GB,56179
2005-06-30,BE-GR,BE,GR,1466
2005-06-30,BE-IT,BE,IT,4629
2005-06-30,BE-JP,BE,JP,12914
2005-06-30,BE-SE,BE,SE,2851
2005-06-30,BE-TR,BE,TR,439
2005-06-30,BE-TW,BE,TW,456
2005-06-30,BE-US,BE,US,21019
2005-06-30,CA-AT,CA,AT,751
2005-06-30,CA-AU,CA,AU,1573
2005-06-30,CA-BE,CA,BE,3226
2005-06-30,CA-CH,CA,CH,13023
2005-06-30,CA-CL,CA,CL,1
2005-06-30,CA-DE,CA,DE,24670
2005-06-30,CA-ES,CA,ES,1392
2005-06-30,CA-FR,CA,FR,16226
2005-06-30,CA-GB,CA,GB,63564
2005-06-30,CA-GR,CA,GR,485
2005-06-30,CA-IT,CA,IT,564
2005-06-30,CA-JP,CA,JP,23391
2005-06-30,CA-NL,CA,NL,22682
2005-06-30,CA-SE,CA,SE,947
2005-06-30,CA-TR,CA,TR,52
2005-06-30,CA-TW,CA,TW,918
2005-06-30,CA-US,CA,US,36776
2005-06-30,CH-AT,CH,AT,6894
2005-06-30,CH-AU,CH,AU,2818
2005-06-30,CH-BE,CH,BE,9616
2005-06-30,CH-CL,CH,CL,14
2005-06-30,CH-DE,CH,DE,50735
2005-06-30,CH-ES,CH,ES,3161
2005-06-30,CH-FR,CH,FR,40296
2005-06-30,CH-GB,CH,GB,28655
2005-06-30,CH-GR,CH,GR,122
2005-06-30,CH-IT,CH,IT,5719
2005-06-30,CH-JP,CH,JP,10736
2005-06-30,CH-NL,CH,NL,12474
2005-06-30,CH-SE,CH,SE,1506
2005-06-30,CH-TR,CH,TR,406
2005-06-30,CH-TW,CH,TW,813
2005-06-30,CH-US,CH,US,16137
2005-06-30,CL-AT,CL,AT,144
2005-06-30,CL-BE,CL,BE,121
2005-06-30,CL-DE,CL,DE,2302
2005-06-30,CL-ES,CL,ES,27842
2005-06-30,CL-FR,CL,FR,1534
2005-06-30,CL-GB,CL,GB,1726
2005-06-30,CL-IT,CL,IT,484
2005-06-30,CL-JP,CL,JP,1149
2005-06-30,CL-SE,CL,SE,9
2005-06-30,CL-TW,CL,TW,95
2005-06-30,CL-US,CL,US,8740
2005-06-30,DE-AT,DE,AT,38136
2005-06-30,DE-AU,DE,AU,6515
2005-06-30,DE-BE,DE,BE,65069
2005-06-30,DE-CH,DE,CH,95118
2005-06-30,DE-CL,DE,CL,14
2005-06-30,DE-ES,DE,ES,38342
2005-06-30,DE-FR,DE,FR,126322
2005-06-30,DE-GB,DE,GB,153235
2005-06-30,DE-GR,DE,GR,1503
2005-06-30,DE-IT,DE,IT,38723
2005-06-30,DE-JP,DE,JP,103701
2005-06-30,DE-NL,DE,NL,204305
2005-06-30,DE-SE,DE,SE,79699
2005-06-30,DE-TR,DE,TR,2997
2005-06-30,DE-TW,DE,TW,3897
2005-06-30,DE-US,DE,US,123929
2005-06-30,ES-AT,ES,AT,3615
2005-06-30,ES-AU,ES,AU,684
2005-06-30,ES-BE,ES,BE,19250
2005-06-30,ES-CH,ES,CH,12327
2005-06-30,ES-CL,ES,CL,31
2005-06-30,ES-DE,ES,DE,131107
2005-06-30,ES-FR,ES,FR,78900
2005-06-30,ES-GB,ES,GB,75796
2005-06-30,ES-GR,ES,GR,450
2005-06-30,ES-IT,ES,IT,10391
2005-06-30,ES-JP,ES,JP,18554
2005-06-30,ES-NL,ES,NL,73155
2005-06-30,ES-SE,ES,SE,2307
2005-06-30,ES-TR,ES,TR,15
2005-06-30,ES-TW,ES,TW,158
2005-06-30,ES-US,ES,US,24053
2005-06-30,FI-AT,FI,AT,888
2005-06-30,FI-AU,FI,AU,192
2005-06-30,FI-BE,FI,BE,2618
2005-06-30,FI-CL,FI,CL,6
2005-06-30,FI-DE,FI,DE,15154
2005-06-30,FI-ES,FI,ES,1437
2005-06-30,FI-FR,FI,FR,4711
2005-06-30,FI-GB,FI,GB,5951
2005-06-30,FI-GR,FI,GR,13
2005-06-30,FI-IT,FI,IT,529
2005-06-30,FI-JP,FI,JP,3963
2005-06-30,FI-NL,FI,NL,5600
2005-06-30,FI-SE,FI,SE,86914
2005-06-30,FI-TR,FI,TR,1
2005-06-30,FI-TW,FI,TW,18
2005-06-30,FI-US,FI,US,3201
2005-06-30,FR-AT,FR,AT,6379
2005-06-30,FR-AU,FR,AU,5061
2005-06-30,FR-BE,FR,BE,75660
2005-06-30,FR-CH,FR,CH,64884
2005-06-30,FR-CL,FR,CL,76
2005-06-30,FR-DE,FR,DE,190924
2005-06-30,FR-ES,FR,ES,35869
2005-06-30,FR-GB,FR,GB,132403
2005-06-30,FR-GR,FR,GR,1438
2005-06-30,FR-IT,FR,IT,22223
2005-06-30,FR-JP,FR,JP,78058
2005-06-30,FR-NL,FR,NL,92731
2005-06-30,FR-SE,FR,SE,4768
2005-06-30,FR-TR,FR,TR,394
2005-06-30,FR-TW,FR,TW,3039
2005-06-30,FR-US,FR,US,40048
2005-06-30,GB-AT,GB,AT,22714
2005-06-30,GB-AU,GB,AU,63546
2005-06-30,GB-BE,GB,BE,102982
2005-06-30,GB-CH,GB,CH,222378
2005-06-30,GB-CL,GB,CL,81
2005-06-30,GB-DE,GB,DE,716293
2005-06-30,GB-ES,GB,ES,254115
2005-06-30,GB-FR,GB,FR,229243
2005-06-30,GB-GR,GB,GR,4248
2005-06-30,GB-IT,GB,IT,30790
2005-06-30,GB-JP,GB,JP,91588
2005-06-30,GB-NL,GB,NL,226540
2005-06-30,GB-SE,GB,SE,35550
2005-06-30,GB-TR,GB,TR,1325
2005-06-30,GB-TW,GB,TW,3349
2005-06-30,GB-US,GB,US,130470
2005-06-30,GR-AT,GR,AT,4598
2005-06-30,GR-AU,GR,AU,45
2005-06-30,GR-BE,GR,BE,11891
2005-06-30,GR-CL,GR,CL,6
2005-06-30,GR-DE,GR,DE,37661
2005-06-30,GR-ES,GR,ES,814
2005-06-30,GR-FR,GR,FR,15982
2005-06-30,GR-GB,GR,GB,7710
2005-06-30,GR-IT,GR,IT,5743
2005-06-30,GR-JP,GR,JP,3135
2005-06-30,GR-NL,GR,NL,15093
2005-06-30,GR-SE,GR,SE,362
2005-06-30,GR-TR,GR,TR,31
2005-06-30,GR-TW,GR,TW,45
2005-06-30,GR-US,GR,US,7808
2005-06-30,IE-AT,IE,AT,4918
2005-06-30,IE-AU,IE,AU,753
2005-06-30,IE-BE,IE,BE,24620
2005-06-30,IE-CH,IE,CH,8685
2005-06-30,IE-DE,IE,DE,110495
2005-06-30,IE-ES,IE,ES,9000
2005-06-30,IE-FR,IE,FR,27000
2005-06-30,IE-GB,IE,GB,99186
2005-06-30,IE-GR,IE,GR,862
2005-06-30,IE-IT,IE,IT,10585
2005-06-30,IE-JP,IE,JP,19597
2005-06-30,IE-NL,IE,NL,31820
2005-06-30,IE-SE,IE,SE,2530
2005-06-30,IE-TR,IE,TR,689
2005-06-30,IE-TW,IE,TW,905
2005-06-30,IE-US,IE,US,9617
2005-06-30,IT-AT,IT,AT,17285
2005-06-30,IT-AU,IT,AU,1682
2005-06-30,IT-BE,IT,BE,76571
2005-06-30,IT-CH,IT,CH,41698
2005-06-30,IT-CL,IT,CL,5
2005-06-30,IT-DE,IT,DE,186741
2005-06-30,IT-ES,IT,ES,29248
2005-06-30,IT-FR,IT,FR,112560
2005-06-30,IT-GB,IT,GB,74885
2005-06-30,IT-GR,IT,GR,2011
2005-06-30,IT-JP,IT,JP,34029
2005-06-30,IT-NL,IT,NL,73661
2005-06-30,IT-SE,IT,SE,2307
2005-06-30,IT-TR,IT,TR,431
2005-06-30,IT-TW,IT,TW,507
2005-06-30,IT-US,IT,US,37066
2005-06-30,JP-AT,JP,AT,1321
2005-06-30,JP-AU,JP,AU,1540
2005-06-30,JP-BE,JP,BE,5685
2005-06-30,JP-CL,JP,CL,7
2005-06-30,JP-DE,JP,DE,96354
2005-06-30,JP-ES,JP,ES,901
2005-06-30,JP-FR,JP,FR,141591
2005-06-30,JP-GB,JP,GB,67991
2005-06-30,JP-GR,JP,GR,392
2005-06-30,JP-IT,JP,IT,4762
2005-06-30,JP-NL,JP,NL,62818
2005-06-30,JP-SE,JP,SE,444
2005-06-30,JP-TR,JP,TR,403
2005-06-30,JP-TW,JP,TW,3939
2005-06-30,JP-US,JP,US,73821
2005-06-30,KR-AT,KR,AT,830
2005-06-30,KR-AU,KR,AU,1996
2005-06-30,KR-BE,KR,BE,1250
2005-06-30,KR-CL,KR,CL,20
2005-06-30,KR-DE,KR,DE,7828
2005-06-30,KR-ES,KR,ES,153
2005-06-30,KR-FR,KR,FR,14619
2005-06-30,KR-GB,KR,GB,59855
2005-06-30,KR-GR,KR,GR,22
2005-06-30,KR-IT,KR,IT,913
2005-06-30,KR-JP,KR,JP,14680
2005-06-30,KR-SE,KR,SE,262
2005-06-30,KR-TW,KR,TW,2862
2005-06-30,KR-US,KR,US,54762
2005-06-30,NL-AT,NL,AT,8967
2005-06-30,NL-AU,NL,AU,8248
2005-06-30,NL-BE,NL,BE,147937
2005-06-30,NL-CL,NL,CL,2
2005-06-30,NL-DE,NL,DE,131961
2005-06-30,NL-ES,NL,ES,15979
2005-06-30,NL-FR,NL,FR,79603
2005-06-30,NL-GB,NL,GB,92936
2005-06-30,NL-GR,NL,GR,659
2005-06-30,NL-IT,NL,IT,13580
2005-06-30,NL-JP,NL,JP,35544
2005-06-30,NL-SE,NL,SE,5433
2005-06-30,NL-TR,NL,TR,1227
2005-06-30,NL-TW,NL,TW,1072
2005-06-30,NL-US,NL,US,43276
2005-06-30,SE-AT,SE,AT,738
2005-06-30,SE-AU,SE,AU,411
2005-06-30,SE-BE,SE,BE,2097
2005-06-30,SE-CL,SE,CL,2
2005-06-30,SE-DE,SE,DE,27381
2005-06-30,SE-ES,SE,ES,2773
2005-06-30,SE-FR,SE,FR,7103
2005-06-30,SE-GB,SE,GB,14532
2005-06-30,SE-GR,SE,GR,46
2005-06-30,SE-IT,SE,IT,1234
2005-06-30,SE-JP,SE,JP,7593
2005-06-30,SE-NL,SE,NL,16898
2005-06-30,SE-TR,SE,TR,150
2005-06-30,SE-TW,SE,TW,181
2005-06-30,SE-US,SE,US,8582
2005-06-30,TR-AT,TR,AT,772
2005-06-30,TR-AU,TR,AU,82
2005-06-30,TR-BE,TR,BE,1537
2005-06-30,TR-DE,TR,DE,10016
2005-06-30,TR-ES,TR,ES,261
2005-06-30,TR-FR,TR,FR,5157
2005-06-30,TR-GB,TR,GB,7785
2005-06-30,TR-GR,TR,GR,349
2005-06-30,TR-IT,TR,IT,1175
2005-06-30,TR-JP,TR,JP,1645
2005-06-30,TR-SE,TR,SE,232
2005-06-30,TR-TW,TR,TW,71
2005-06-30,TR-US,TR,US,6156
2005-06-30,TW-AT,TW,AT,19
2005-06-30,TW-AU,TW,AU,548
2005-06-30,TW-BE,TW,BE,1324
2005-06-30,TW-CL,TW,CL,1
2005-06-30,TW-DE,TW,DE,3609
2005-06-30,TW-ES,TW,ES,20
2005-06-30,TW-FR,TW,FR,6978
2005-06-30,TW-GB,TW,GB,12872
2005-06-30,TW-IT,TW,IT,430
2005-06-30,TW-JP,TW,JP,5798
2005-06-30,TW-SE,TW,SE,62
2005-06-30,TW-US,TW,US,15731
2005-06-30,US-AT,US,AT,20434
2005-06-30,US-AU,US,AU,23437
2005-06-30,US-BE,US,BE,68117
2005-06-30,US-CH,US,CH,983601
2005-06-30,US-CL,US,CL,667
2005-06-30,US-DE,US,DE,553022
2005-06-30,US-ES,US,ES,57806
2005-06-30,US-FR,US,FR,435915
2005-06-30,US-GB,US,GB,860778
2005-06-30,US-GR,US,GR,6972
2005-06-30,US-IT,US,IT,32232
2005-06-30,US-JP,US,JP,574108
2005-06-30,US-NL,US,NL,416871
2005-06-30,US-SE,US,SE,34018
2005-06-30,US-TR,US,TR,1198
2005-06-30,US-TW,US,TW,34276
2005-09-30,AT-AU,AT,AU,684
2005-09-30,AT-BE,AT,BE,6125
2005-09-30,AT-CH,AT,CH,12485
2005-09-30,AT-CL,AT,CL,7
2005-09-30,AT-DE,AT,DE,145059
2005-09-30,AT-ES,AT,ES,3184
2005-09-30,AT-FR,AT,FR,7914
2005-09-30,AT-GB,AT,GB,13508
2005-09-30,AT-GR,AT,GR,1284
2005-09-30,AT-IT,AT,IT,4023
2005-09-30,AT-JP,AT,JP,5282
2005-09-30,AT-NL,AT,NL,11480
2005-09-30,AT-SE,AT,SE,1233
2005-09-30,AT-TR,AT,TR,794
2005-09-30,AT-TW,AT,TW,252
2005-09-30,AT-US,AT,US,8024
2005-09-30,AU-AT,AU,AT,1615
2005-09-30,AU-BE,AU,BE,5865
2005-09-30,AU-CL,AU,CL,14
2005-09-30,AU-DE,AU,DE,29995
2005-09-30,AU-ES,AU,ES,1715
2005-09-30,AU-FR,AU,FR,28148
2005-09-30,AU-GB,AU,GB,86063
2005-09-30,AU-GR,AU,GR,21
2005-09-30,AU-IT,AU,IT,775
2005-09-30,AU-JP,AU,JP,27190
2005-09-30,AU-NL,AU,NL,53135
2005-09-30,AU-SE,AU,SE,2319
2005-09-30,AU-TR,AU,TR,10
2005-09-30,AU-TW,AU,TW,2259
2005-09-30,AU-US,AU,US,31386
2005-09-30,BE-AT,BE,AT,1847
2005-09-30,BE-AU,BE,AU,988
2005-09-30,BE-CL,BE,CL,1
2005-09-30,BE-DE,BE,DE,53323
2005-09-30,BE-ES,BE,ES,12704
2005-09-30,BE-FR,BE,FR,65409
2005-09-30,BE-GB,BE,GB,57838
2005-09-30,BE-GR,BE,GR,1466
2005-09-30,BE-IT,BE,IT,5962
2005-09-30,BE-JP,BE,JP,13852
2005-09-30,BE-SE,BE,SE,2449
2005-09-30,BE-TR,BE,TR,228
2005-09-30,BE-TW,BE,TW,528
2005-09-30,BE-US,BE,US,20326
2005-09-30,CA-AT,CA,AT,822
2005-09-30,CA-AU,CA,AU,2175
2005-09-30,CA-BE,CA,BE,3715
2005-09-30,CA-CH,CA,CH,14012
2005-09-30,CA-CL,CA,CL,132
2005-09-30,CA-DE,CA,DE,24069
2005-09-30,CA-ES,CA,ES,1435
2005-09-30,CA-FR,CA,FR,16141
2005-09-30,CA-GB,CA,GB,65725
2005-09-30,CA-GR,CA,GR,485
2005-09-30,CA-IT,CA,IT,722
2005-09-30,CA-JP,CA,JP,27156
2005-09-30,CA-NL,CA,NL,26691
2005-09-30,CA-SE,CA,SE,910
2005-09-30,CA-TR,CA,TR,86
2005-09-30,CA-TW,CA,TW,1085
2005-09-30,CA-US,CA,US,38954
2005-09-30,CH-AT,CH,AT,6144
2005-09-30,CH-AU,CH,AU,2914
2005-09-30,CH-BE,CH,BE,9720
2005-09-30,CH-CL,CH,CL,28
2005-09-30,CH-DE,CH,DE,51281
2005-09-30,CH-ES,CH,ES,3558
2005-09-30,CH-FR,CH,FR,40397
2005-09-30,CH-GB,CH,GB,33968
2005-09-30,CH-GR,CH,GR,122
2005-09-30,CH-IT,CH,IT,6117
2005-09-30,CH-JP,CH,JP,11491
2005-09-30,CH-NL,CH,NL,14369
2005-09-30,CH-SE,CH,SE,1568
2005-09-30,CH-TR,CH,TR,304
2005-09-30,CH-TW,CH,TW,1410
2005-09-30,CH-US,CH,US,15808
2005-09-30,CL-AT,CL,AT,162
2005-09-30,CL-BE,CL,BE,186
2005-09-30,CL-DE,CL,DE,2360
2005-09-30,CL-ES,CL,ES,29665
2005-09-30,CL-FR,CL,FR,1572
2005-09-30,CL-GB,CL,GB,1870
2005-09-30,CL-IT,CL,IT,476
2005-09-30,CL-JP,CL,JP,1166
2005-09-30,CL-SE,CL,SE,7
