net_id,arc_id,from_id,to_id,value
2009-03-31,AT-TW,AT,TW,535
2009-03-31,AT-US,AT,US,10040
2009-03-31,AU-AT,AU,AT,2478
2009-03-31,AU-BE,AU,BE,4509
2009-03-31,AU-CA,AU,CA,14129
2009-03-31,AU-CL,AU,CL,3
2009-03-31,AU-DE,AU,DE,52950
2009-03-31,AU-ES,AU,ES,3574
2009-03-31,AU-FR,AU,FR,33703
2009-03-31,AU-GB,AU,GB,95065
2009-03-31,AU-GR,AU,GR,41
2009-03-31,AU-IE,AU,IE,7474
2009-03-31,AU-IT,AU,IT,2636
2009-03-31,AU-JP,AU,JP,51029
2009-03-31,AU-NL,AU,NL,71982
2009-03-31,AU-SE,AU,SE,2321
2009-03-31,AU-TR,AU,TR,46
2009-03-31,AU-TW,AU,TW,4188
2009-03-31,AU-US,AU,US,60610
2009-03-31,BE-AT,BE,AT,2226
2009-03-31,BE-AU,BE,AU,1567
2009-03-31,BE-CA,BE,CA,3776
2009-03-31,BE-CL,BE,CL,4
2009-03-31,BE-DE,BE,DE,38108
2009-03-31,BE-ES,BE,ES,8267
2009-03-31,BE-FR,BE,FR,124721
2009-03-31,BE-GB,BE,GB,40578
2009-03-31,BE-GR,BE,GR,116
2009-03-31,BE-IE,BE,IE,6602
2009-03-31,BE-IT,BE,IT,9153
2009-03-31,BE-JP,BE,JP,19156
2009-03-31,BE-SE,BE,SE,4959
2009-03-31,BE-TR,BE,TR,670
2009-03-31,BE-TW,BE,TW,1201
2009-03-31,BE-US,BE,US,30704
2009-03-31,CA-AT,CA,AT,1876
2009-03-31,CA-AU,CA,AU,6328
2009-03-31,CA-BE,CA,BE,7197
2009-03-31,CA-CH,CA,CH,16287
2009-03-31,CA-CL,CA,CL,40
2009-03-31,CA-DE,CA,DE,42288
2009-03-31,CA-ES,CA,ES,2630
2009-03-31,CA-FR,CA,FR,28474
2009-03-31,CA-GB,CA,GB,79129
2009-03-31,CA-GR,CA,GR,123
2009-03-31,CA-IE,CA,IE,12132
2009-03-31,CA-IT,CA,IT,2658
2009-03-31,CA-JP,CA,JP,42458
2009-03-31,CA-NL,CA,NL,38808
2009-03-31,CA-SE,CA,SE,2375
2009-03-31,CA-TR,CA,TR,330
2009-03-31,CA-TW,CA,TW,1143
2009-03-31,CA-US,CA,US,88427
2009-03-31,CH-AT,CH,AT,10694
2009-03-31,CH-AU,CH,AU,3278
2009-03-31,CH-BE,CH,BE,8901
2009-03-31,CH-CA,CH,CA,3371
2009-03-31,CH-CL,CH,CL,69
2009-03-31,CH-DE,CH,DE,62857
2009-03-31,CH-ES,CH,ES,5737
2009-03-31,CH-FR,CH,FR,54277
2009-03-31,CH-GB,CH,GB,39564
2009-03-31,CH-GR,CH,GR,303
2009-03-31,CH-IE,CH,IE,6137
2009-03-31,CH-IT,CH,IT,11926
2009-03-31,CH-JP,CH,JP,21462
2009-03-31,CH-NL,CH,NL,22953
2009-03-31,CH-SE,CH,SE,5583
2009-03-31,CH-TR,CH,TR,500
2009-03-31,CH-TW,CH,TW,2441
2009-03-31,CH-US,CH,US,88985
2009-03-31,CL-AT,CL,AT,72
2009-03-31,CL-AU,CL,AU,301
2009-03-31,CL-BE,CL,BE,321
2009-03-31,CL-DE,CL,DE,5067
2009-03-31,CL-ES,CL,ES,45084
2009-03-31,CL-FR,CL,FR,2777
2009-03-31,CL-GB,CL,GB,2853
2009-03-31,CL-IT,CL,IT,958
2009-03-31,CL-JP,CL,JP,1432
2009-03-31,CL-SE,CL,SE,58
2009-03-31,CL-TW,CL,TW,41
2009-03-31,CL-US,CL,US,5435
2009-03-31,DE-AT,DE,AT,51632
2009-03-31,DE-AU,DE,AU,10012
2009-03-31,DE-BE,DE,BE,52566
2009-03-31,DE-CA,DE,CA,12022
2009-03-31,DE-CH,DE,CH,96663
2009-03-31,DE-CL,DE,CL,105
2009-03-31,DE-ES,DE,ES,45179
2009-03-31,DE-FR,DE,FR,274584
2009-03-31,DE-GB,DE,GB,184770
2009-03-31,DE-GR,DE,GR,1648
2009-03-31,DE-IE,DE,IE,42902
2009-03-31,DE-IT,DE,IT,278369
2009-03-31,DE-JP,DE,JP,146113
2009-03-31,DE-NL,DE,NL,176561
2009-03-31,DE-SE,DE,SE,67954
2009-03-31,DE-TR,DE,TR,6834
2009-03-31,DE-TW,DE,TW,5688
2009-03-31,DE-US,DE,US,269434
2009-03-31,ES-AT,ES,AT,7931
2009-03-31,ES-AU,ES,AU,2048
2009-03-31,ES-BE,ES,BE,39621
2009-03-31,ES-CA,ES,CA,3053
2009-03-31,ES-CH,ES,CH,16171
2009-03-31,ES-CL,ES,CL,97
2009-03-31,ES-DE,ES,DE,227192
2009-03-31,ES-FR,ES,FR,170776
2009-03-31,ES-GB,ES,GB,120107
2009-03-31,ES-GR,ES,GR,106
2009-03-31,ES-IE,ES,IE,31697
2009-03-31,ES-IT,ES,IT,30596
2009-03-31,ES-JP,ES,JP,24339
2009-03-31,ES-NL,ES,NL,117756
2009-03-31,ES-SE,ES,SE,5966
2009-03-31,ES-TR,ES,TR,211
2009-03-31,ES-TW,ES,TW,147
2009-03-31,ES-US,ES,US,51569
2009-03-31,FI-AT,FI,AT,1050
2009-03-31,FI-AU,FI,AU,329
2009-03-31,FI-BE,FI,BE,3169
2009-03-31,FI-CA,FI,CA,881
2009-03-31,FI-DE,FI,DE,13206
2009-03-31,FI-ES,FI,ES,3744
2009-03-31,FI-FR,FI,FR,6403
2009-03-31,FI-GB,FI,GB,7636
2009-03-31,FI-GR,FI,GR,8
2009-03-31,FI-IT,FI,IT,1740
2009-03-31,FI-JP,FI,JP,5645
2009-03-31,FI-NL,FI,NL,3964
2009-03-31,FI-SE,FI,SE,98010
2009-03-31,FI-TR,FI,TR,44
2009-03-31,FI-TW,FI,TW,40
2009-03-31,FI-US,FI,US,11450
2009-03-31,FR-AT,FR,AT,10106
2009-03-31,FR-AU,FR,AU,7971
2009-03-31,FR-BE,FR,BE,110922
2009-03-31,FR-CA,FR,CA,13199
2009-03-31,FR-CH,FR,CH,67029
2009-03-31,FR-CL,FR,CL,62
2009-03-31,FR-DE,FR,DE,187273
2009-03-31,FR-ES,FR,ES,43344
2009-03-31,FR-GB,FR,GB,234005
2009-03-31,FR-GR,FR,GR,1623
2009-03-31,FR-IE,FR,IE,22233
2009-03-31,FR-IT,FR,IT,46686
2009-03-31,FR-JP,FR,JP,108213
2009-03-31,FR-NL,FR,NL,109039
2009-03-31,FR-SE,FR,SE,10336
2009-03-31,FR-TR,FR,TR,983
2009-03-31,FR-TW,FR,TW,4412
2009-03-31,FR-US,FR,US,172137
2009-03-31,GB-AT,GB,AT,27890
2009-03-31,GB-AU,GB,AU,97513
2009-03-31,GB-BE,GB,BE,101167
2009-03-31,GB-CA,GB,CA,62615
2009-03-31,GB-CH,GB,CH,211629
2009-03-31,GB-CL,GB,CL,103
2009-03-31,GB-DE,GB,DE,497647
2009-03-31,GB-ES,GB,ES,344926
2009-03-31,GB-FR,GB,FR,347611
2009-03-31,GB-GR,GB,GR,6091
2009-03-31,GB-IE,GB,IE,207073
2009-03-31,GB-IT,GB,IT,53105
2009-03-31,GB-JP,GB,JP,157750
2009-03-31,GB-NL,GB,NL,175986
2009-03-31,GB-SE,GB,SE,38846
2009-03-31,GB-TR,GB,TR,3574
2009-03-31,GB-TW,GB,TW,8424
2009-03-31,GB-US,GB,US,598248
2009-03-31,GR-AT,GR,AT,5045
2009-03-31,GR-AU,GR,AU,136
2009-03-31,GR-BE,GR,BE,6242
2009-03-31,GR-CL,GR,CL,6
2009-03-31,GR-DE,GR,DE,38308
2009-03-31,GR-ES,GR,ES,873
2009-03-31,GR-FR,GR,FR,78664
2009-03-31,GR-GB,GR,GB,13968
2009-03-31,GR-IE,GR,IE,8188
2009-03-31,GR-IT,GR,IT,9414
2009-03-31,GR-JP,GR,JP,5229
2009-03-31,GR-NL,GR,NL,11867
2009-03-31,GR-SE,GR,SE,1160
2009-03-31,GR-TR,GR,TR,270
2009-03-31,GR-TW,GR,TW,91
2009-03-31,GR-US,GR,US,12294
2009-03-31,IE-AT,IE,AT,5377
2009-03-31,IE-AU,IE,AU,1627
2009-03-31,IE-BE,IE,BE,37157
2009-03-31,IE-CA,IE,CA,9572
2009-03-31,IE-CH,IE,CH,16146
2009-03-31,IE-DE,IE,DE,185068
2009-03-31,IE-ES,IE,ES,12665
2009-03-31,IE-FR,IE,FR,57289
2009-03-31,IE-GB,IE,GB,176331
2009-03-31,IE-GR,IE,GR,521
2009-03-31,IE-IT,IE,IT,21420
2009-03-31,IE-JP,IE,JP,19090
2009-03-31,IE-NL,IE,NL,29247
2009-03-31,IE-SE,IE,SE,5294
2009-03-31,IE-TR,IE,TR,65
2009-03-31,IE-TW,IE,TW,2250
2009-03-31,IE-US,IE,US,54137
2009-03-31,IT-AT,IT,AT,17701
2009-03-31,IT-AU,IT,AU,3970
2009-03-31,IT-BE,IT,BE,44259
2009-03-31,IT-CA,IT,CA,2317
2009-03-31,IT-CH,IT,CH,23024
2009-03-31,IT-CL,IT,CL,10
2009-03-31,IT-DE,IT,DE,197442
2009-03-31,IT-ES,IT,ES,39613
2009-03-31,IT-FR,IT,FR,446638
2009-03-31,IT-GB,IT,GB,80900
2009-03-31,IT-GR,IT,GR,179
2009-03-31,IT-IE,IT,IE,43402
2009-03-31,IT-JP,IT,JP,43094
2009-03-31,IT-NL,IT,NL,71309
2009-03-31,IT-SE,IT,SE,3091
2009-03-31,IT-TR,IT,TR,476
2009-03-31,IT-TW,IT,TW,370
2009-03-31,IT-US,IT,US,40263
2009-03-31,JP-AT,JP,AT,787
2009-03-31,JP-AU,JP,AU,2605
2009-03-31,JP-BE,JP,BE,1834
2009-03-31,JP-CA,JP,CA,5998
2009-03-31,JP-CL,JP,CL,23
2009-03-31,JP-DE,JP,DE,50661
2009-03-31,JP-ES,JP,ES,1689
2009-03-31,JP-FR,JP,FR,199958
2009-03-31,JP-GB,JP,GB,95857
2009-03-31,JP-GR,JP,GR,12
2009-03-31,JP-IE,JP,IE,15338
2009-03-31,JP-NL,JP,NL,20348
2009-03-31,JP-SE,JP,SE,420
2009-03-31,JP-TR,JP,TR,244
2009-03-31,JP-TW,JP,TW,5954
2009-03-31,JP-US,JP,US,234671
2009-03-31,KR-AT,KR,AT,1303
2009-03-31,KR-AU,KR,AU,3217
2009-03-31,KR-BE,KR,BE,2168
2009-03-31,KR-CA,KR,CA,4097
2009-03-31,KR-CL,KR,CL,75
2009-03-31,KR-DE,KR,DE,16966
2009-03-31,KR-ES,KR,ES,1185
2009-03-31,KR-FR,KR,FR,34834
2009-03-31,KR-GB,KR,GB,70948
2009-03-31,KR-GR,KR,GR,7
2009-03-31,KR-IT,KR,IT,1634
2009-03-31,KR-JP,KR,JP,25634
2009-03-31,KR-SE,KR,SE,220
2009-03-31,KR-TR,KR,TR,1
2009-03-31,KR-TW,KR,TW,1863
2009-03-31,KR-US,KR,US,72350
2009-03-31,NL-AT,NL,AT,11585
2009-03-31,NL-AU,NL,AU,6991
2009-03-31,NL-BE,NL,BE,76745
2009-03-31,NL-CA,NL,CA,10161
2009-03-31,NL-CL,NL,CL,2
2009-03-31,NL-DE,NL,DE,154355
2009-03-31,NL-ES,NL,ES,20141
2009-03-31,NL-FR,NL,FR,123322
2009-03-31,NL-GB,NL,GB,97889
2009-03-31,NL-GR,NL,GR,802
2009-03-31,NL-IE,NL,IE,15529
2009-03-31,NL-IT,NL,IT,28629
2009-03-31,NL-JP,NL,JP,41860
2009-03-31,NL-SE,NL,SE,8601
2009-03-31,NL-TR,NL,TR,2473
2009-03-31,NL-TW,NL,TW,2224
2009-03-31,NL-US,NL,US,83836
2009-03-31,SE-AT,SE,AT,1527
2009-03-31,SE-AU,SE,AU,672
2009-03-31,SE-BE,SE,BE,2167
2009-03-31,SE-CA,SE,CA,2490
2009-03-31,SE-CL,SE,CL,2
2009-03-31,SE-DE,SE,DE,38337
2009-03-31,SE-ES,SE,ES,1810
2009-03-31,SE-FR,SE,FR,15857
2009-03-31,SE-GB,SE,GB,18198
2009-03-31,SE-GR,SE,GR,20
2009-03-31,SE-IE,SE,IE,4746
2009-03-31,SE-IT,SE,IT,2553
2009-03-31,SE-JP,SE,JP,13361
2009-03-31,SE-NL,SE,NL,7589
2009-03-31,SE-TR,SE,TR,49
2009-03-31,SE-TW,SE,TW,234
2009-03-31,SE-US,SE,US,17175
2009-03-31,TR-AT,TR,AT,895
2009-03-31,TR-AU,TR,AU,72
2009-03-31,TR-BE,TR,BE,14219
2009-03-31,TR-CA,TR,CA,886
2009-03-31,TR-CL,TR,CL,9
2009-03-31,TR-DE,TR,DE,15500
2009-03-31,TR-ES,TR,ES,100
2009-03-31,TR-FR,TR,FR,13459
2009-03-31,TR-GB,TR,GB,16578
2009-03-31,TR-GR,TR,GR,17967
2009-03-31,TR-JP,TR,JP,2930
2009-03-31,TR-SE,TR,SE,245
2009-03-31,TR-TW,TR,TW,106
2009-03-31,TR-US,TR,US,15181
2009-03-31,TW-AT,TW,AT,3
2009-03-31,TW-AU,TW,AU,1046
2009-03-31,TW-BE,TW,BE,1264
2009-03-31,TW-DE,TW,DE,2712
2009-03-31,TW-ES,TW,ES,10
2009-03-31,TW-FR,TW,FR,7083
2009-03-31,TW-GB,TW,GB,26419
2009-03-31,TW-IT,TW,IT,186
2009-03-31,TW-JP,TW,JP,8131
2009-03-31,TW-SE,TW,SE,18
2009-03-31,TW-US,TW,US,22301
2009-03-31,US-AT,US,AT,21224
2009-03-31,US-AU,US,AU,40193
2009-03-31,US-BE,US,BE,111325
2009-03-31,US-CA,US,CA,407722
2009-03-31,US-CH,US,CH,766266
2009-03-31,US-CL,US,CL,2156
2009-03-31,US-DE,US,DE,599508
2009-03-31,US-ES,US,ES,195647
2009-03-31,US-FR,US,FR,674336
2009-03-31,US-GB,US,GB,1254554
2009-03-31,US-GR,US,GR,3454
2009-03-31,US-IE,US,IE,111831
2009-03-31,US-IT,US,IT,46244
2009-03-31,US-JP,US,JP,911989
2009-03-31,US-NL,US,NL,290484
2009-03-31,US-SE,US,SE,42725
2009-03-31,US-TR,US,TR,4850
2009-03-31,US-TW,US,TW,51992
2009-06-30,AT-AU,AT,AU,265
2009-06-30,AT-BE,AT,BE,5117
2009-06-30,AT-CA,AT,CA,1113
2009-06-30,AT-CH,AT,CH,12327
2009-06-30,AT-DE,AT,DE,103710
2009-06-30,AT-ES,AT,ES,4704
2009-06-30,AT-FR,AT,FR,25024
2009-06-30,AT-GB,AT,GB,7271
2009-06-30,AT-GR,AT,GR,144
2009-06-30,AT-IE,AT,IE,6163
2009-06-30,AT-IT,AT,IT,121798
2009-06-30,AT-JP,AT,JP,6192
2009-06-30,AT-NL,AT,NL,9009
2009-06-30,AT-SE,AT,SE,1630
2009-06-30,AT-TR,AT,TR,665
2009-06-30,AT-TW,AT,TW,648
2009-06-30,AT-US,AT,US,10247
2009-06-30,AU-AT,AU,AT,2518
2009-06-30,AU-BE,AU,BE,7530
2009-06-30,AU-CA,AU,CA,16252
2009-06-30,AU-CL,AU,CL,2
2009-06-30,AU-DE,AU,DE,53967
2009-06-30,AU-ES,AU,ES,4128
2009-06-30,AU-FR,AU,FR,39029
2009-06-30,AU-GB,AU,GB,99322
2009-06-30,AU-GR,AU,GR,63
2009-06-30,AU-IE,AU,IE,8554
2009-06-30,AU-IT,AU,IT,2932
2009-06-30,AU-JP,AU,JP,66118
2009-06-30,AU-NL,AU,NL,83132
2009-06-30,AU-SE,AU,SE,2542
2009-06-30,AU-TR,AU,TR,17
2009-06-30,AU-TW,AU,TW,5104
2009-06-30,AU-US,AU,US,76445
2009-06-30,BE-AT,BE,AT,2436
2009-06-30,BE-AU,BE,AU,1938
2009-06-30,BE-CA,BE,CA,3854
2009-06-30,BE-CL,BE,CL,3
2009-06-30,BE-DE,BE,DE,38575
2009-06-30,BE-ES,BE,ES,9449
2009-06-30,BE-FR,BE,FR,118486
2009-06-30,BE-GB,BE,GB,40228
2009-06-30,BE-GR,BE,GR,348
2009-06-30,BE-IE,BE,IE,6276
2009-06-30,BE-IT,BE,IT,10086
2009-06-30,BE-JP,BE,JP,21440
2009-06-30,BE-SE,BE,SE,3871
2009-06-30,BE-TR,BE,TR,987
2009-06-30,BE-TW,BE,TW,1065
2009-06-30,BE-US,BE,US,36232
2009-06-30,CA-AT,CA,AT,1714
2009-06-30,CA-AU,CA,AU,8053
2009-06-30,CA-BE,CA,BE,6269
2009-06-30,CA-CH,CA,CH,15607
2009-06-30,CA-CL,CA,CL,47
2009-06-30,CA-DE,CA,DE,40006
2009-06-30,CA-ES,CA,ES,1769
2009-06-30,CA-FR,CA,FR,30218
2009-06-30,CA-GB,CA,GB,84904
2009-06-30,CA-GR,CA,GR,18
2009-06-30,CA-IE,CA,IE,12641
2009-06-30,CA-IT,CA,IT,2099
2009-06-30,CA-JP,CA,JP,45494
2009-06-30,CA-NL,CA,NL,40591
2009-06-30,CA-SE,CA,SE,2447
2009-06-30,CA-TR,CA,TR,84
2009-06-30,CA-TW,CA,TW,988
2009-06-30,CA-US,CA,US,99143
2009-06-30,CH-AT,CH,AT,11679
2009-06-30,CH-AU,CH,AU,2672
2009-06-30,CH-BE,CH,BE,8158
2009-06-30,CH-CA,CH,CA,3892
2009-06-30,CH-CL,CH,CL,8
2009-06-30,CH-DE,CH,DE,61912
2009-06-30,CH-ES,CH,ES,7276
2009-06-30,CH-FR,CH,FR,56361
2009-06-30,CH-GB,CH,GB,40399
2009-06-30,CH-GR,CH,GR,389
2009-06-30,CH-IE,CH,IE,6340
2009-06-30,CH-IT,CH,IT,11834
2009-06-30,CH-JP,CH,JP,22628
2009-06-30,CH-NL,CH,NL,18840
2009-06-30,CH-SE,CH,SE,5137
2009-06-30,CH-TR,CH,TR,932
2009-06-30,CH-TW,CH,TW,2738
2009-06-30,CH-US,CH,US,65925
2009-06-30,CL-AT,CL,AT,64
2009-06-30,CL-AU,CL,AU,265
2009-06-30,CL-BE,CL,BE,357
2009-06-30,CL-DE,CL,DE,4488
2009-06-30,CL-ES,CL,ES,47899
2009-06-30,CL-FR,CL,FR,3254
2009-06-30,CL-GB,CL,GB,2777
2009-06-30,CL-IT,CL,IT,749
2009-06-30,CL-JP,CL,JP,1348
2009-06-30,CL-SE,CL,SE,72
2009-06-30,CL-TW,CL,TW,41
2009-06-30,CL-US,CL,US,5997
2009-06-30,DE-AT,DE,AT,54166
2009-06-30,DE-AU,DE,AU,10690
2009-06-30,DE-BE,DE,BE,51197
2009-06-30,DE-CA,DE,CA,12584
2009-06-30,DE-CH,DE,CH,116546
2009-06-30,DE-CL,DE,CL,113
2009-06-30,DE-ES,DE,ES,47471
2009-06-30,DE-FR,DE,FR,279423
2009-06-30,DE-GB,DE,GB,179366
2009-06-30,DE-GR,DE,GR,4855
2009-06-30,DE-IE,DE,IE,41327
2009-06-30,DE-IT,DE,IT,306607
2009-06-30,DE-JP,DE,JP,157511
2009-06-30,DE-NL,DE,NL,182898
2009-06-30,DE-SE,DE,SE,81202
2009-06-30,DE-TR,DE,TR,5966
2009-06-30,DE-TW,DE,TW,5347
2009-06-30,DE-US,DE,US,249049
2009-06-30,ES-AT,ES,AT,8268
2009-06-30,ES-AU,ES,AU,2076
2009-06-30,ES-BE,ES,BE,44390
2009-06-30,ES-CA,ES,CA,2715
2009-06-30,ES-CH,ES,CH,17677
2009-06-30,ES-CL,ES,CL,53
2009-06-30,ES-DE,ES,DE,237688
2009-06-30,ES-FR,ES,FR,180099
2009-06-30,ES-GB,ES,GB,126932
2009-06-30,ES-GR,ES,GR,141
2009-06-30,ES-IE,ES,IE,33553
2009-06-30,ES-IT,ES,IT,31919
2009-06-30,ES-JP,ES,JP,26756
2009-06-30,ES-NL,ES,NL,123633
2009-06-30,ES-SE,ES,SE,6196
2009-06-30,ES-TR,ES,TR,285
2009-06-30,ES-TW,ES,TW,284
2009-06-30,ES-US,ES,US,52213
2009-06-30,FI-AT,FI,AT,1169
2009-06-30,FI-AU,FI,AU,532
2009-06-30,FI-BE,FI,BE,2970
2009-06-30,FI-CL,FI,CL,1
2009-06-30,FI-DE,FI,DE,14143
2009-06-30,FI-ES,FI,ES,3622
2009-06-30,FI-FR,FI,FR,7189
2009-06-30,FI-GB,FI,GB,9214
2009-06-30,FI-GR,FI,GR,294
2009-06-30,FI-IT,FI,IT,1532
2009-06-30,FI-JP,FI,JP,6657
2009-06-30,FI-NL,FI,NL,3878
2009-06-30,FI-SE,FI,SE,106255
2009-06-30,FI-TR,FI,TR,32
2009-06-30,FI-TW,FI,TW,38
2009-06-30,FI-US,FI,US,9547
2009-06-30,FR-AT,FR,AT,10745
2009-06-30,FR-AU,FR,AU,8843
2009-06-30,FR-BE,FR,BE,117831
2009-06-30,FR-CA,FR,CA,15825
2009-06-30,FR-CH,FR,CH,75573
2009-06-30,FR-CL,FR,CL,68
2009-06-30,FR-DE,FR,DE,198649
2009-06-30,FR-ES,FR,ES,43282
2009-06-30,FR-GB,FR,GB,272498
2009-06-30,FR-GR,FR,GR,948
2009-06-30,FR-IE,FR,IE,22415
2009-06-30,FR-IT,FR,IT,40597
2009-06-30,FR-JP,FR,JP,118724
2009-06-30,FR-NL,FR,NL,90545
2009-06-30,FR-SE,FR,SE,9935
2009-06-30,FR-TR,FR,TR,1618
2009-06-30,FR-TW,FR,TW,4482
2009-06-30,FR-US,FR,US,160386
2009-06-30,GB-AT,GB,AT,26016
2009-06-30,GB-AU,GB,AU,130785
2009-06-30,GB-BE,GB,BE,98555
2009-06-30,GB-CA,GB,CA,68122
2009-06-30,GB-CH,GB,CH,228697
2009-06-30,GB-CL,GB,CL,187
2009-06-30,GB-DE,GB,DE,515172
2009-06-30,GB-ES,GB,ES,396171
2009-06-30,GB-FR,GB,FR,348880
2009-06-30,GB-GR,GB,GR,7563
2009-06-30,GB-IE,GB,IE,231542
2009-06-30,GB-IT,GB,IT,51075
2009-06-30,GB-JP,GB,JP,173806
2009-06-30,GB-NL,GB,NL,184025
2009-06-30,GB-SE,GB,SE,35544
2009-06-30,GB-TR,GB,TR,3962
2009-06-30,GB-TW,GB,TW,8056
2009-06-30,GB-US,GB,US,600269
2009-06-30,GR-AT,GR,AT,5002
2009-06-30,GR-AU,GR,AU,53
2009-06-30,GR-BE,GR,BE,6660
2009-06-30,GR-CL,GR,CL,6
2009-06-30,GR-DE,GR,DE,38572
2009-06-30,GR-ES,GR,ES,1096
2009-06-30,GR-FR,GR,FR,76454
2009-06-30,GR-GB,GR,GB,12479
2009-06-30,GR-IE,GR,IE,8674
2009-06-30,GR-IT,GR,IT,8070
2009-06-30,GR-JP,GR,JP,7481
2009-06-30,GR-NL,GR,NL,11214
2009-06-30,GR-SE,GR,SE,843
2009-06-30,GR-TR,GR,TR,350
2009-06-30,GR-TW,GR,TW,115
2009-06-30,GR-US,GR,US,13726
2009-06-30,IE-AT,IE,AT,6865
2009-06-30,IE-AU,IE,AU,1639
2009-06-30,IE-BE,IE,BE,41004
2009-06-30,IE-CA,IE,CA,12299
2009-06-30,IE-CH,IE,CH,15737
2009-06-30,IE-DE,IE,DE,183885
2009-06-30,IE-ES,IE,ES,12880
2009-06-30,IE-FR,IE,FR,63169
2009-06-30,IE-GB,IE,GB,183342
2009-06-30,IE-GR,IE,GR,582
2009-06-30,IE-IT,IE,IT,22081
2009-06-30,IE-JP,IE,JP,20888
2009-06-30,IE-NL,IE,NL,30708
2009-06-30,IE-SE,IE,SE,5224
2009-06-30,IE-TR,IE,TR,87
2009-06-30,IE-TW,IE,TW,2703
2009-06-30,IE-US,IE,US,57367
2009-06-30,IT-AT,IT,AT,18060
2009-06-30,IT-AU,IT,AU,10173
2009-06-30,IT-BE,IT,BE,46498
2009-06-30,IT-CA,IT,CA,2196
2009-06-30,IT-CH,IT,CH,20698
2009-06-30,IT-CL,IT,CL,12
2009-06-30,IT-DE,IT,DE,202598
2009-06-30,IT-ES,IT,ES,50961
2009-06-30,IT-FR,IT,FR,478764
2009-06-30,IT-GB,IT,GB,81657
2009-06-30,IT-GR,IT,GR,730
2009-06-30,IT-IE,IT,IE,45887
2009-06-30,IT-JP,IT,JP,52534
2009-06-30,IT-NL,IT,NL,68999
2009-06-30,IT-SE,IT,SE,3246
2009-06-30,IT-TR,IT,TR,662
2009-06-30,IT-TW,IT,TW,813
2009-06-30,IT-US,IT,US,49779
2009-06-30,JP-AT,JP,AT,1081
2009-06-30,JP-AU,JP,AU,3037
2009-06-30,JP-BE,JP,BE,1930
2009-06-30,JP-CA,JP,CA,5443
2009-06-30,JP-CL,JP,CL,32
2009-06-30,JP-DE,JP,DE,54902
2009-06-30,JP-ES,JP,ES,1526
2009-06-30,JP-FR,JP,FR,203393
2009-06-30,JP-GB,JP,GB,113761
2009-06-30,JP-GR,JP,GR,10
2009-06-30,JP-IE,JP,IE,15769
2009-06-30,JP-NL,JP,NL,19879
2009-06-30,JP-SE,JP,SE,369
2009-06-30,JP-TR,JP,TR,524
2009-06-30,JP-TW,JP,TW,6039
2009-06-30,JP-US,JP,US,266405
2009-06-30,KR-AT,KR,AT,1504
2009-06-30,KR-AU,KR,AU,3161
2009-06-30,KR-BE,KR,BE,2353
2009-06-30,KR-CA,KR,CA,4392
2009-06-30,KR-CL,KR,CL,71
2009-06-30,KR-DE,KR,DE,16986
2009-06-30,KR-ES,KR,ES,1192
2009-06-30,KR-FR,KR,FR,34092
2009-06-30,KR-GB,KR,GB,74808
2009-06-30,KR-GR,KR,GR,7
2009-06-30,KR-IT,KR,IT,1394
2009-06-30,KR-JP,KR,JP,26416
2009-06-30,KR-SE,KR,SE,247
2009-06-30,KR-TW,KR,TW,2083
2009-06-30,KR-US,KR,US,75148
2009-06-30,NL-AT,NL,AT,12601
2009-06-30,NL-AU,NL,AU,7160
2009-06-30,NL-BE,NL,BE,76171
2009-06-30,NL-CA,NL,CA,11288
2009-06-30,NL-CL,NL,CL,5
2009-06-30,NL-DE,NL,DE,159520
2009-06-30,NL-ES,NL,ES,20686
2009-06-30,NL-FR,NL,FR,120630
2009-06-30,NL-GB,NL,GB,103823
2009-06-30,NL-GR,NL,GR,813
2009-06-30,NL-IE,NL,IE,16881
2009-06-30,NL-IT,NL,IT,28386
2009-06-30,NL-JP,NL,JP,44945
2009-06-30,NL-SE,NL,SE,9222
2009-06-30,NL-TR,NL,TR,2972
2009-06-30,NL-TW,NL,TW,2064
2009-06-30,NL-US,NL,US,92383
2009-06-30,SE-AT,SE,AT,2174
2009-06-30,SE-AU,SE,AU,637
2009-06-30,SE-BE,SE,BE,2490
2009-06-30,SE-CA,SE,CA,2589
2009-06-30,SE-CL,SE,CL,1
2009-06-30,SE-DE,SE,DE,39593
2009-06-30,SE-ES,SE,ES,2344
2009-06-30,SE-FR,SE,FR,18541
2009-06-30,SE-GB,SE,GB,18737
2009-06-30,SE-GR,SE,GR,19
2009-06-30,SE-IE,SE,IE,4659
2009-06-30,SE-IT,SE,IT,2671
2009-06-30,SE-JP,SE,JP,15734
2009-06-30,SE-NL,SE,NL,7333
2009-06-30,SE-TR,SE,TR,356
2009-06-30,SE-TW,SE,TW,683
2009-06-30,SE-US,SE,US,19613
2009-06-30,TR-AT,TR,AT,921
2009-06-30,TR-AU,TR,AU,72
2009-06-30,TR-BE,TR,BE,15242
2009-06-30,TR-CA,TR,CA,1017
2009-06-30,TR-CL,TR,CL,4
2009-06-30,TR-DE,TR,DE,16238
2009-06-30,TR-ES,TR,ES,70
2009-06-30,TR-FR,TR,FR,11821
2009-06-30,TR-GB,TR,GB,16707
2009-06-30,TR-GR,TR,GR,18359
2009-06-30,TR-JP,TR,JP,3412
2009-06-30,TR-SE,TR,SE,212
2009-06-30,TR-TW,TR,TW,92
